,EHRI-ID,WD-ID,Camp-EHRI-label-simple,HGC_ID,SubcampSimple,ID1,ID,MHG_ID,SubcampDiaFix,SubcampDiaFixSimple,SubcampMattingly,Main,Women,Men,Gender,FIRMS,YYYY_OPEN,MM_OPEN,DD_OPEN,Open_Txt,YYYY_CLOSE,MM_CLOSE,DD_CLOSE,Close_Txt,PRISONERS,Date_Open,Date_Close,PEAK_POP,FUNC_1,FUNC_2,HOW_FOUND,Share_Loc,LAT,LONG,NATIONS,ENCY_REF,LABOR,EDIT_NOTES
236,118.0,Q47515141,Lauenburg in Pommern,04-0557-0,Lauenburg in Pommern,237,04-0557-0,611,Lauenburg in Pommern,Lauenburg in Pommern,Lauenburg^Pommern,Buchenwald,0,0,0,,41.0,11.0,11.0,"""November 11, 1941""",45.0,2.0,,"""February/March 1945""","Asocials, Career Criminals, Political",11/11/1941,02/15/1945,113,6,0,,0,53.366699,10.566699,"Polish, Austrian, German","Encyclopedia of Camps, Volume 1 pg 376",Inmates assigned to construction and repair work in SS officers' school in town,
237,122.0,Q47515322,Leipzig-Sch�nau (ATG),04-0565-2,Leipzig-Sch�nau (ATG),238,04-0565-2,612,Leipzig-Sch�nau (ATG),Leipzig-Sch�nau (ATG),Leipzig-Sch�nau^Lepizig^Leipzig-Schonau,Buchenwald,2,0,2,Allgemeine Transportanlagen GmbH,44.0,8.0,0.0,"""August 1944""",45.0,4.0,13.0,"""April 13, 1945""",,08/15/1944,04/13/1945,500,4,0,,1,51.299999,12.333299,Hungarian,"Encyclopedia of Camps, Volume 1 pg 376",Employed in aircraft production of Ju 52 and Ju 88 as well as aircraft engines,
238,2244.0,Q45478563,Leipzig-Sch�nefeld men's,04-0566-1,Leipzig-Sch�nefeld (HASAG) (men),239,04-0566-1,613,Leipzig-Sch�nefeld (HASAG) (men),Leipzig-Sch�nefeld (HASAG) (men),Leipzig-Sch�nefeld^Leipzig-Schonefeld,Buchenwald,0,1,1,Hugo-Schneider- AG,44.0,11.0,0.0,"""November 1944""",45.0,4.0,18.0,,Jewish,11/15/1944,04/18/1945,680,4,0,based on a search for the address on google maps,1,51.3599,12.4091,"Hungarian, Polish, French, Italian","Encyclopedia of Camps, Volume 1 pg 377",The men produced Panzerfauste antitank weapons,
239,2245.0,Q45478641,Leipzig-Sch�nefeld women's,04-0566-2,Leipzig-Sch�nefeld (HASAG) (women),240,04-0566-2,613,Leipzig-Sch�nefeld (HASAG) (women),Leipzig-Sch�nefeld (HASAG) (women),,Buchenwald,2,0,2,Hugo-Schneider- AG,44.0,6.0,9.0,"""June 9, 1944""",45.0,4.0,13.0,,"Jewish, POW, Gypsys, non Jews",06/09/1944,04/13/1945,5067,4,0,based on a search for the address on google maps-- same as men's camp above,1,51.3599,12.4091,"Russians, Polish, Spaniards, Serbs, Dutch, Estonian, Rumanian, Croatians, Portuguese, Swiss, Argentineans, English, Lithuanian, Luxemburgers, Belgians, French, Greeks, Czech, Yugoslavs, Italians","Encyclopedia of Camps, Volume 1 pg 378","Assembled grenade parts, stamped the production dates on shell casings, inserted detonators, monitored the screwing on of shell tips for bombs",
240,121.0,Q1719284,Leipzig-Thekla,04-0567-1,"Leipzig-Thekla (""Emil",241,04-0567-1,614,"Leipzig-Thekla (""Emil,"" ""E,"" ""Engelsdorf"")","Leipzig-Thekla (""Emil",Leipzig-Thekla^Emil,Buchenwald,0,1,1,,43.0,,,"""Spring 1943""",45.0,4.0,19.0,,"Jewish, POW, Political, Work Shy inmates, Gypsys",03/01/1943,04/19/1945,1456,4,0,"neighborhood, city in google maps",0,51.38,12.4348,"Russians, Polish, Lithuanian,  Belgians, French, Greeks, Czech, Yugoslavs, Italians","Encyclopedia of Camps, Volume 1 pg 381",Most likely empoyed in factory work assembling parts for engines,
241,123.0,Q47515831,Leopoldshall,04-0574-0,"Leopoldshall (""JU",242,04-0574-0,615,"Leopoldshall (""JU,"" ""LH"")","Leopoldshall (""JU",Leopoldshall,Buchenwald,0,0,0,Junkers Flugzeug- und Motorenwerke AG Zweigwerk Schonebeck,44.0,12.0,0.0,"""December 1944""",45.0,4.0,10.0,,"Jewish, Political",12/15/1944,04/10/1945,158,4,0,,1,51.849998,11.583299,"Polish, Russian, French","Encyclopedia of Camps, Volume 1 pg 383","Manufacturing egnine parts and tails for Ju 52, 86, 87, 88, 188.",
242,124.0,Q47515925,Lichtenburg,04-0577-0,Lichtenburg at Buchenwald,243,04-0577-0,616,Lichtenburg at Buchenwald,Lichtenburg at Buchenwald,Lichtenburg,Buchenwald,0,0,0,,40.0,9.0,11.0,"""September 11 or 12, 1940""",,,,,,09/11/1940,,0,0,0,"located Lichtenburg castle in Prettin, Germany on google maps",1,51.662467,12.932142,,"Encyclopedia of Camps, Volume 1 pg 384",no information available,BB added N_FIRM data 7/3/2012
243,125.0,Q47515140,Lippstadt (Lippst�dter Eisen-und Metallwerke),04-0584-2,Lippstadt (Lippst�dter Eisen- und Metallwerke),244,04-0584-2,617,"Lippstadt (Lippst�dter Eisen- und Metallwerke) [aka LEM, SS-Kommando Lippstadt I]",Lippstadt (Lippst�dter Eisen- und Metallwerke),Lippstadt,Buchenwald,2,0,2,Lippstadt  Eisen- und Metallwerke,44.0,7.0,31.0,"""July 31, 1944""",43.0,4.0,,,Jewish,07/31/1944,04/01/1943,750,4,0,,0,51.666698,8.35,"Hungarian, French, Slovakian, Polish, Czech, Dutch, German","Encyclopedia of Camps, Volume 1 pg 384","Factory produced ammunition, hand grenades, and aircraft parts",
244,126.0,Q47515755,Lippstadt (Westf�lische Metallindustrie),04-0585-2,Lippstadt (Westf�lische Metall-Industrie),245,04-0585-2,618,"Lippstadt (Westf�lische Metall-Industrie) [aka WMI, SS-Kommando Lippstadt II]",Lippstadt (Westf�lische Metall-Industrie),,Buchenwald,2,0,2,Westfalische Metallindustrie,44.0,11.0,20.0,"""November 20, 1944""",45.0,4.0,,,Jewish,11/20/1944,04/01/1945,345,4,0,searched for city in google maps,0,51.6764,8.34665,"Hungarian, and other Eastern European Countries","Encyclopedia of Camps, Volume 1 pg 386",Prisoners manufactured parts for the aircraft industry including altimeters,
245,127.0,Q47515570,L�tzkendorf,04-0601-0,L�tzkendorf,246,04-0601-0,619,L�tzkendorf,L�tzkendorf,L�tzkendorf^Lutzkendorf,Buchenwald,0,0,0,Wintershall AG Mineralolwerk,44.0,7.0,,"""July 1944""",45.0,1.0,18.0,"""January 18, 1945""","Career Criminals, Jewish",07/15/1944,01/18/1945,900,9,7,,0,51.299999,11.85,"Polish, Russian, Czech, French, German","Encyclopedia of Camps, Volume 1 pg 387",Inmates did reconstructive work at oil refinery after Allied bombing raids in July 1944,
246,2252.0,Q45479190,Magdeburg Polte men's,04-0604-1,Magdeburg (Polte OHG) (men),247,04-0604-1,620,Magdeburg (Polte OHG) (men),Magdeburg (Polte OHG) (men),Magdeburg,Buchenwald,0,1,1,Polte Company,44.0,11.0,3.0,"""November 3, 1944""",45.0,4.0,11.0,,Jewish,11/03/1944,04/11/1945,550,4,0,,1,52.166698,11.6667,"Latvian, Polish, Hungarian, Lithuanian German","Encyclopedia of Camps, Volume 1 pg 388",Worked in production at munitions factory,
247,2253.0,Q45479282,Magdeburg Polte women's,04-0604-2,Magdeburg (Polte OHG) (women),248,04-0604-2,620,Magdeburg (Polte OHG) (women),Magdeburg (Polte OHG) (women),,Buchenwald,2,0,2,Polte Company,44.0,6.0,14.0,"""June 14, 1944""",45.0,4.0,,"""April 1945""","Jewish, Political",06/14/1944,04/15/1945,2427,4,0,,1,52.166698,11.6667,"Russians, Polish, Italian, French, Czech, Yugoslavs, Lithuanian, German","Encyclopedia of Camps, Volume 1 pg 389","Worked in production at munitions factory-- pickling area, drilling area, lacquer area, cleaning munitions and pressing shell casings",
248,129.0,Q47515528,Magdeburg-Rothensee (Brabag),04-0605-1,Magdeburg-Rothensee (BRABAG),249,04-0605-1,661,Magdeburg-Rothensee (BRABAG) [aka Magda],Magdeburg-Rothensee (BRABAG),Magdeburg-Rothensee,Buchenwald,0,1,1,Braunkohle-Benzin,44.0,7.0,23.0,"""July 23, 1944""",45.0,2.0,9.0,"""February 9, 1945""","Jewish, Non Jews",07/23/1944,02/09/1945,2127,9,0,"found Rothensee, Madgeburg, Germany using google maps",0,52.1839,11.6598,"Hungarian, Ukranian, Serbs, German, Czech, Polish, French, Belgian","Encyclopedia of Camps, Volume 1 pg 390",Concentration camp prisoners removed rubble from Allied bombing and constructed air-raid bunkers at coal-gasoline works,
249,131.0,Q47515468,Markkleeberg,04-0616-2,Markkleeberg,250,04-0616-2,621,Markkleeberg,Markkleeberg,Markkleeberg,Buchenwald,2,0,2,Junkers Flugzeug- und Montorenwerke AG,44.0,8.0,31.0,"""August 31, 1944""",45.0,4.0,17.0,,Jewish,08/31/1944,04/17/1945,1539,4,0,,0,51.283298,12.399999,"Hungarian, French","Encyclopedia of Camps, Volume 1 pg 392",Primarily used to produce parts for the construction of aircraft engines,
250,132.0,Q47515791,Meuselwitz,04-0628-1,Meuselwitz (men),251,04-0628-1,622,Meuselwitz (men),Meuselwitz (men),Meuselwitz,Buchenwald,2,1,1,Hugo-Schneider- AG,44.0,10.0,5.0,"""November 3, 1944""-Men",45.0,4.0,,"""April 1945""","Jewish Men, Mostly Non Jewish Women",11/03/1944,04/15/1945,300,4,0,,1,51.049999,12.3,"Polish, Hungarian, Dutch, Czech","Encyclopedia of Camps, Volume 1 pg 393","Prisoners worked in armaments, mostly with sheet metal to produce munitions, shells, an Panzerfauste",
251,,,,04-0628-2,Meuselwitz (women),252,04-0628-2,622,Meuselwitz (women),Meuselwitz (women),,Buchenwald,2,1,2,Hugo-Schneider- AG,44.0,11.0,3.0,"""October 5, 1944""-Women",45.0,4.0,,"""April 1945""","Jewish Men, Mostly Non Jewish Women",10/05/1944,04/15/1945,1500,4,0,,1,51.049999,12.3,"Polish, Hungarian, Dutch, Czech","Encyclopedia of Camps, Volume 1 pg 393","Prisoners worked in armaments, mostly with sheet metal to produce munitions, shells, an Panzerfauste",
252,,,,04-0633-0,Dora,253,04-0633-0,1685,Dora,Dora,Dora,Buchenwald,0,0,0,"Wirtschafliche Forschungsgesellschaft mbH. Mittelwerk GmbH, Junkers AG",43.0,8.0,28.0,"""August 28, 1943, opening of Buchenwald subcamp""",44.0,10.0,27.0,,"Politicial, Communisits, All opposition to the Nazi way of life, Military internees, Gypsies, Jews",08/28/1943,10/27/1944,0,0,0,Assigned lat lon of Mittleblau main camp,1,51.5348,10.7488,"Russian, Polish, French, German, Belgian, Italian, Czech, Hungarian, and other German occupied countries","Encyclopedia of Camps, Volume 1 pg 966",V-2 missile assembly,
253,2064.0,Q1719396,Martha II,04-0644-2,"M�hlhausen (Ger�tebau GmbH) (""Martha II"")",254,04-0644-2,623,"M�hlhausen (Ger�tebau GmbH) (""Martha II"") [aka SS-Kommando Ger�tebau]","M�hlhausen (Ger�tebau GmbH) (""Martha II"")",M�hlhausen^Martha II,Buchenwald,2,0,2,GerΣtebau GmbH,44.0,9.0,3.0,"""September 3, 1944""",45.0,3.0,1.0,"End of February 1945 -Baranowski, ""March 1, 1945""-Liesenberg,""March 3, 1945""- ITS, ""March 8, 1945""-Others,",Jewish,09/03/1944,03/01/1945,300,4,0,,0,51.216701,10.449999,"Hungarian, Polish","Encyclopedia of Camps, Volume 1 pg 395",Produced detonators and precision instruments primarily for aircraft,
254,2063.0,Q1719395,Martha I,04-0645-1,"M�hlhausen (M�hlenwerke AG/Junkers) (""Julius M",255,04-0645-1,624,"M�hlhausen (M�hlenwerke AG/Junkers) (""Julius M,"" ""Martha I"")","M�hlhausen (M�hlenwerke AG/Junkers) (""Julius M",M�hlhausen,Buchenwald,0,1,1,Junkers Flugzeug- und Montorenwerke AG,44.0,4.0,20.0,"""April 20, 1944, decide to establish""",45.0,4.0,4.0,,"Jewish, Political",04/20/1944,04/04/1945,800,4,0,,0,51.217601,10.4593,"French, Czech, German, Dutch, Polish","Encyclopedia of Camps, Volume 1 pg 396","Manufactured aircraft and engine parts for Ju 188, 288, and 200 aircraft",
255,134.0,Q47515835,Neustadt bei Coburg,04-0710-2,Neustadt bei Coburg,256,04-0710-2,625,Neustadt bei Coburg [aka Kalag],Neustadt bei Coburg,Neustadt bei Coburg,Buchenwald,2,0,2,Kabel- und Leitungswerke A.G,44.0,9.0,7.0,"""September 7, 1944""",45.0,4.0,6.0,"""April 6, 1945""",Jewish,09/07/1944,04/06/1945,398,4,0,,0,50.316699,11.1167,"Hungarian, Yugoslavian, Polish, French, Germans","Encyclopedia of Camps, Volume 1 pg 398","Employed in quality control, preparation of conduit wire, and repair of field telephone cables. Output was marine, field telephone, and long distance military cables",
256,135.0,Q47515484,Niederorschel,04-0720-0,"Niederorschel (""Langenwerke AG"")",257,04-0720-0,626,"Niederorschel (""Langenwerke AG"")","Niederorschel (""Langenwerke AG"")",Niederorschel,Buchenwald,0,0,0,Junkers-Werke,44.0,9.0,4.0,"""September 4, 1944""",45.0,4.0,,,Jewish,09/04/1944,04/01/1945,693,4,0,,0,51.366699,10.4333,"Slovakian, Hungarian, Dutch, French","Encyclopedia of Camps, Volume 1 pg 400",Parts for the wings and undercarriage for the Focke-Wulf 190 airplane,
257,176.0,Q47515821,Nordhausen,04-0725-0,Nordhausen,258,04-0725-0,627,Nordhausen,Nordhausen,Nordhausen,Buchenwald,0,0,0,,43.0,8.0,,"""Late August 1943""",44.0,10.0,28.0,,,08/30/1943,10/28/1944,0,4,0,,1,51.5167,10.8,,"Encyclopedia of Camps, Volume 1 pg 401",Subcamp created in Nordhausen to provide labor to tunneling projects for Mittelbau/Dora to build V-2 rockets,
258,136.0,Q1719404,Oberndorf,04-0737-0,"Oberndorf (""Muna",259,04-0737-0,662,"Oberndorf (""Muna,"" ""Ms,"" ""Mu"")","Oberndorf (""Muna",Oberndorf,Buchenwald,0,0,0,,44.0,11.0,,"""November 1944""",,,,,,11/15/1944,,195,4,0,,0,50.900001,11.8667,"Russian, Polish, French, German","Encyclopedia of Camps, Volume 1 pg 401","Inmates transferred, transported, and stacked bombs at the Aerial Munitions Institute 5/IV",
259,137.0,Q131852,Ohrdruf,04-0743-0,"Ohrdruf (""SIII"")",260,04-0743-0,628,"Ohrdruf (""SIII"")","Ohrdruf (""SIII"")",Ohrdruf ,Buchenwald,0,0,0,,44.0,11.0,,"""November 1944""",45.0,4.0,,,"Political, Asocials, Career Criminals, common Law prisoners, Homosexuals, Jewish, Russian POWs",11/15/1944,04/01/1945,11700,7,0,,0,50.826,10.7356,"French, Belgian, German, Hungarian, Czech, Latvian, Italian, Russian, Ukrainian, Polish, Yugoslavian","Encyclopedia of Camps, Volume 1 pg 402",Prisoners worked to construct a military communications center and an emergency shelter/tunnel for Hitler's train,
260,2718.0,Q45514681,Ohrdruf-Crawinkel,04-0744-1,Ohrdruf/Crawinkel,261,04-0744-1,629,Ohrdruf/Crawinkel,Ohrdruf/Crawinkel,Ohrdruf^Crawinkel,Buchenwald,0,1,1,,44.0,,,"""First mentioned in December, 1944""",45.0,,,,,12/15/1944,03/01/1945,3000,7,0,,0,50.783298,10.7833,"Russian, Hungarian, PolishPOW, Jewish","Encyclopedia of Camps, Volume 1 pg 405",Provided labor to quarry excavation and tunnel construction for railroad tracks,
261,2724.0,Q45515127,Ohrdruf-Espenfeld,04-0745-0,Ohrdruf/Espenfeld,262,04-0745-0,586,Ohrdruf/Espenfeld,Ohrdruf/Espenfeld,Ohrdruf^Espenfeld,Buchenwald,0,0,0,Tunnel Constuction,44.0,8.0,,"""August 1944""",45.0,,,,,08/15/1944,03/01/1945,7000,7,0,,0,50.816699,10.899999,"Russian, Polish, Czech","Encyclopedia of Camps, Volume 1 pg 406",Prisoners constructed tunnels,
262,139.0,Q1719289,Penig,04-0767-2,Penig,263,04-0767-2,630,Penig,Penig,Penig,Buchenwald,2,0,2,"Max-Gehrt-Werken, Junkers Flugzeug- und Motorenwerke",45.0,1.0,15.0,"""January 15, 1945""",45.0,4.0,,,Jewish,01/15/1945,04/15/1945,700,4,0,,0,50.9333,12.716699,,"Encyclopedia of Camps, Volume 1 pg 407",Worked for a supplier to Junker,
263,2242.0,Q45478405,Pl�mnitz men's,04-0777-1,"Pl�mnitz (""Leopard"")",264,04-0777-1,631,"Pl�mnitz (""Leopard"") [aka Leau] (men)","Pl�mnitz (""Leopard"")",Pl�mnitz^Plomnitz^Leopard,Buchenwald,0,1,1,"Solvay-Werke, Salzvertriebs-GmbH Bernburg",44.0,3.0,,"""August 22, 1944 - ITS, likely since March""",45.0,4.0,,,"POW, Jewish",03/15/1944,04/11/1945,1486,4,0,,1,51.75,11.816699,"French, Belgian","Encyclopedia of Camps, Volume 1 pg 407",Prepared underground facilities for armaments production,
264,2243.0,Q45478487,Pl�mnitz women's,04-0777-2,"Pl�mnitz (""Leopard"")",265,04-0777-2,631,"Pl�mnitz (""Leopard"") [aka Leau] (women)","Pl�mnitz (""Leopard"")",,Buchenwald,2,0,2,,44.0,3.0,,"""March 1944""",45.0,3.0,30.0,,,03/15/1944,03/30/1945,180,6,0,,1,51.75,11.816699,Hungarian,"Encyclopedia of Camps, Volume 1 pg 409","Likely had a support role in the male camp-- working in the kitchen, washing, etc",
265,2730.0,Q45515579,Quedlinburg,04-0796-0,Quedlinburg,266,04-0796-0,632,Quedlinburg,Quedlinburg,Quedlinburg,Buchenwald,0,0,0,,42.0,4.0,20.0,"""April 20, 1942""",,,,,,04/20/1942,,60,7,0,,0,51.783298,11.149999,,"Encyclopedia of Camps, Volume 1 pg 409","Camp was created to provide labor for airbase, prisoners were gardeners and unskilled laborers",
266,141.0,Q47515593,Raguhn,04-0802-2,Raguhn,267,04-0802-2,633,Raguhn,Raguhn,Raguhn,Buchenwald,2,0,2,"Heerbrandt-Werke, Junkers Flugzeug- und Motorenwerke",45.0,2.0,7.0,"""February 7, 1945""",45.0,4.0,9.0,"""April 9, 1945""","a Few Soviet POWs, Mostly Jewish, Jews married to Aryans, 1 Resistance Fighter, 1 Political",02/07/1945,04/09/1945,600,4,0,,0,51.716701,12.3,"French, Dutch, Italians, Poles, Hungarians, Germans, 1 Turk, 1 American","Encyclopedia of Camps, Volume 1 pg 409","Prisoners worked assembling parts for aircraft production, inefficient due to lack of supplies",
267,142.0,Q47515148,Rothenburg,04-0849-1,Rothenburg,268,04-0849-1,634,Rothenburg,Rothenburg,Rothenburg,Buchenwald,0,1,1,Christian Mansfeld GmbH,44.0,10.0,,"""October 1944""",45.0,4.0,5.0,,,10/15/1944,04/05/1945,80,5,0,,0,51.333301,14.966699,"Mostly Russian and Polish, few French and German","Encyclopedia of Camps, Volume 1 pg 410","Provided labor for the firm, likely mechanical work or construction of a sluice on the Saale River",
268,2075.0,Q1719294,Rottleberode,04-0850-0,Rottleberode,269,04-0850-0,1227,"Rottleberode [""Heinrich""]",Rottleberode,Rottleberode,Buchenwald,0,0,0,Junkers AG,44.0,3.0,13.0,"""March 13, 1944""- camp opens as part of Buchenwald, but in October 1944, becomes part of Mittelbau",44.0,10.0,,,"Non Jewish Poles, until January 1945 then some Jewish from varying Countries",03/13/1944,10/15/1944,0,0,0,,0,51.5167,10.9333,"Polish, Russian, Czech, German","Encyclopedia of Camps, Volume 1 pg 997",worked in underground Junkers aircraft frame assembly,BB added N_FIRM data 7/3/2012
269,146.0,Q1719283,Laura,04-0854-0,"Saalfeld (""Laura"")",270,04-0854-0,635,"Saalfeld (""Laura"") [aka SS-Arbeitslager Saalfeld, LA]","Saalfeld (""Laura"")",Saalfeld^Laura,Buchenwald,0,0,0,"Vorwerk Mitte, Firma Oertel",43.0,9.0,21.0,"""September 21, 1943""",45.0,4.0,13.0,,"Career Criminals, Asocials, Political Prisoners, Jews, Italian military internees",09/21/1943,04/13/1945,1200,4,0,,0,51.2667,10.516699,"German, Polish, Russian, Ukranian, French, Belgian, Dutch, Italian, Czech, Yugoslavs, Lithuanian, Luxembourgers, Spanish, 1 American","Encyclopedia of Camps, Volume 1 pg 411","Inmates used in various capactities to construct and improve underground tunnels for V-2 rocket production, also railway lines, etc",
270,147.0,Q1719416,Schlieben,04-0878-3,Schlieben,271,04-0878-3,636,Schlieben,Schlieben,Schlieben,Buchenwald,2,1,3,Hugo- Schneider AG,44.0,7.0,,"""July 1944""",45.0,13.0,21.0,,"Jewish, Non Jews",07/15/1944,04/21/1945,2515,4,0,,0,51.716701,13.383299,"Poland, Hungary","Encyclopedia of Camps, Volume 1 pg 413","Prisoners worked mainly with chemicals for shells, antitank weapons",
271,149.0,Q1719383,Julius,04-0884-0,"Sch�nebeck (Junkers-Flugzeug- und Motorenwerke AG) (""J",272,04-0884-0,637,"Sch�nebeck (Junkers-Flugzeug- und Motorenwerke AG) (""J,"" ""SCH,"" ""Julius,"") (with ""Siegrfried"")","Sch�nebeck (Junkers-Flugzeug- und Motorenwerke AG) (""J",Sch�nebeck^Schonebeck,Buchenwald,0,0,0,Junkers Flugzeug- und Motorenwerke AG,43.0,3.0,,"""March 1943""",45.0,4.0,11.0,"""April 11, 1945""","Political, Asocials, Career Criminals, Jewish,Gypsys",03/15/1943,04/11/1945,1500,4,0,,0,52.0167,11.75,"Russia, Poland, France, Belgium, Luxembourg, the Netherlands and Czechoslovakia. A Few Yugoslavia, Spain, Hungary, Croatia, Italy, German","Encyclopedia of Camps, Volume 1 pg 414","Many inmates were skilled laborers: locksmiths, drill operators, mechanics, etc; they worked finishing parts of the Ju 88 aircraft",
272,148.0,Q47515813,Sch�nebeck (Nationale Radiatoren),04-0885-0,Sch�nebeck (Nationale Radiatoren),273,04-0885-0,638,Sch�nebeck (Nationale Radiatoren),Sch�nebeck (Nationale Radiatoren),,Buchenwald,0,0,0,"Nationale Radiatoren, Volkswagen",43.0,3.0,10.0,"""March 10, 1943""",45.0,4.0,11.0,"""April 11, 1945""",Forced Labor,03/10/1943,04/11/1945,400,4,0,Found Schonebeck Elbe south of Madgeburg using google maps,0,52.0197,11.737,"Italian, Russian","Encyclopedia of Camps, Volume 1 pg 416","Factory produced V-1 missiles, later produced V-1 parts and airplane parts for Junkers and Messerschmitt",
273,150.0,Q1719417,Schwerte-Ost,04-0892-1,Schwerte-Ost,274,04-0892-1,639,Schwerte-Ost,Schwerte-Ost,Schwerte-Ost,Buchenwald,0,1,1,,44.0,4.0,6.0,"""April 6, 1944""",45.0,1.0,29.0,"""January 29, 1945""","Jews, Politcal",04/06/1944,01/29/1945,710,7,0,,0,51.45,7.566699,Russian,"Encyclopedia of Camps, Volume 1 pg 417",Factory repaired locomotives damaged in the war,
274,151.0,Q883649,Sennelager,04-0899-0,Sennelager,275,04-0899-0,640,Sennelager,Sennelager,Sennelager,Buchenwald,0,0,0,,44.0,11.0,26.0,"""November 26, 1944""",45.0,4.0,5.0,,"Jews, Work Shy, Political",11/26/1944,04/05/1945,47,6,0,,0,51.7667,8.716699,"Polish, Slovakian","Encyclopedia of Camps, Volume 1 pg 418",Inmates provided labor to the SS-Panzer Ausbildungs und Ersatz-Regiment (tank training and replacement regiment),
275,152.0,Q47515435,S�mmerda,04-0905-2,S�mmerda,276,04-0905-2,641,S�mmerda,S�mmerda,S�mmerda,Buchenwald,2,0,2,"Rheinmetall-Borsig AG, Werk S÷mmerda",44.0,,,"""Fall 1944""",45.0,3.0,,"""March 1945""",,09/01/1944,03/15/1945,1293,4,0,,0,51.150001,11.1,"Hungarian,","Encyclopedia of Camps, Volume 1 pg 419","Prisoners manufactured ammunition using large machines such as drills, milling machines, and precision revolving lathes",
276,153.0,Q19287442,Sonneberg-West,04-0907-1,"Sonneberg-West (""Sonneberg",277,04-0907-1,642,"Sonneberg-West (""Sonneberg,"" ""SG"")","Sonneberg-West (""Sonneberg",Sonneberg-West,Buchenwald,0,1,1,Firma G.E. Reinhardt Zahnradfabrik,44.0,9.0,,"""September 1944""",45.0,,,,Jewish,09/15/1944,03/01/1945,423,4,0,,0,50.349998,11.1667,"Hungarian, Polish","Encyclopedia of Camps, Volume 1 pg 420","Inmates used for labor in the manufacture of aircraft parts for Ju 52 transport planes, as well as gear mechanisms for tanks and other weapons",
277,155.0,Q47515356,Stassfurt I,04-0924-1,"Stassfurt (""REH"")",278,04-0924-1,643,"Stassfurt (""REH"") [aka Neu-Stassfurt, Stassfurt I]","Stassfurt (""REH"")",Stassfurt,Buchenwald,0,1,1,"Ingenieurburo Schlempp doing work for Siemens- Schukert Werke AG, and Kabel- und Leitungswerke AG",44.0,9.0,,"""September 1944""",45.0,4.0,10.0,,"Politcal, Jewish",09/15/1944,04/10/1945,500,4,0,,0,51.866699,11.583299,"French, Russian, Polish","Encyclopedia of Camps, Volume 1 pg 421",Prisoners worked on underground construction in salt mines for war industries,
278,154.0,Q47515269,Stassfurt II,04-0925-0,Stassfurt (W�lzer & Co.),279,04-0925-0,644,Stassfurt (W�lzer & Co.) [aka Stassfurt II],Stassfurt (W�lzer & Co.),Stassfurt,Buchenwald,0,0,0,Walzer & Co.,45.0,1.0,,"""January 1945""",45.0,4.0,10.0,,,01/15/1945,04/10/1945,200,1,0,Found Stassfurt using google maps,0,51.853,11.5883,,"Encyclopedia of Camps, Volume 1 pg 422","Camp created to provide labor for the Walzer & Co firm, actual work unknown",
279,156.0,Q47515663,Suhl,04-0943-0,Suhl,280,04-0943-0,645,Suhl,Suhl,Suhl,Buchenwald,0,0,0,Gustloff- Werke,43.0,7.0,15.0,"""July 15, 1943""",43.0,10.0,2.0,"""October 2, 1943""",,07/15/1943,10/02/1943,90,4,0,,0,50.599998,10.699999,Polish,"Encyclopedia of Camps, Volume 1 pg 423","Subcamp attached to munitions factory, inmates used for construction of barracks for a slave labor camp, existed for only 2.5 months",
280,157.0,Q47515290,Tannenwald,04-0944-1,Tannenwald,281,04-0944-1,646,Tannenwald,Tannenwald,Tannenwald,Buchenwald,0,1,1,,44.0,12.0,7.0,"""December 7, 1944""",45.0,,,,,12/07/1944,06/01/1945,43,7,0,,0,51.400001,12.333299,"Russia, Polish, German, Czech, Italian, French","Encyclopedia of Camps, Volume 1 pg 423","Prisoners worked on an underground tunnel and bunker system around the Kransberg castle, primarily the Luftwaffe main headquarters for Reichsmarschall Hermann Goring",
281,158.0,Q47515592,Tannroda,04-0945-0,Tannroda,282,04-0945-0,647,Tannroda,Tannroda,Tannroda,Buchenwald,0,0,0,,42.0,6.0,12.0,"""First mentioned June 12, 1942""",,,,,,06/12/1942,,15,1,0,,0,50.866699,11.25,,"Encyclopedia of Camps, Volume 1 pg 424",Purpose unknown.,
282,2761.0,Q45517900,Taucha men's,04-0946-1,Taucha (men),283,04-0946-1,648,Taucha (men),Taucha (men),Taucha,Buchenwald,0,1,1,Hugo Schneider- AG,44.0,10.0,10.0,"""First mentioned October 10, 1944""",45.0,4.0,6.0,,,10/10/1944,04/06/1945,700,4,0,,1,51.366699,12.466699,"Hungarian, Czech, French, Italians, Yugoslavs, Latvians, Poles, Germans, Russians, Swedes and Slovaks","Encyclopedia of Camps, Volume 1 pg 425",Prisoners worked in HASAG factories assembling anti-tank weapons and grenades,
283,2762.0,Q45517973,Taucha women's,04-0946-2,Taucha (women),284,04-0946-2,648,Taucha (women),Taucha (women),,Buchenwald,2,0,2,Hugo Schneider- AG,44.0,9.0,7.0,"""September 7, 1944""",45.0,4.0,6.0,,"Jewish, Gypsies",09/07/1944,04/06/1945,1371,4,0,,1,51.366699,12.466699,"Roma, Sinti, Belgium, Denmark, Elsass, Greece, France, Italy, Yugoslavia, Croatia, Lithuania, Poland, Serbia, Bohemia, MΣhren and the USA","Encyclopedia of Camps, Volume 1 pg 426",Worked in HASAG factories for the production of cartridge shells and grenades,
